barcode,technical_well,seurat_cluster_raw,seurat_tree_cluster,seurat_cluster_legacy_res_1_5,provisional_annotation,nCount_RNA,nFeature_RNA,percent.mt,scanpy_cluster
46_01_22,D10,2,7,5,Excitatory_neuron,2165,1199,0.18475750577367206,3
46_01_37,D10,4,1,2,Unresolved,1251,841,0.15987210231814547,1
46_01_43,D10,1,5,1,Unresolved,1120,718,0,2
46_01_45,D10,0,6,0,Unresolved,634,479,0.47318611987381703,2
46_01_50,D10,4,1,4,Unresolved,462,358,1.7316017316017316,4
46_01_72,D10,4,1,4,Unresolved,2777,1629,0.14404033129276198,4
46_01_76,D10,2,7,5,Excitatory_neuron,1639,1021,0.12202562538133008,3
46_02_47,D10,2,7,5,Excitatory_neuron,1279,764,0.1563721657544957,3
46_02_51,D10,2,7,5,Excitatory_neuron,1486,955,0.13458950201884254,3
46_02_53,D10,6,4,8,Inhibitory_neuron,574,439,0,6
46_02_86,D10,2,7,10,Excitatory_neuron,1873,1050,0.587293112653497,3
46_02_92,D10,1,5,7,Unresolved,1030,721,0,2
46_03_07,D10,3,8,3,Unresolved,592,438,0.8445945945945946,5
46_03_22,D10,1,5,7,Unresolved,627,494,0.3189792663476874,2
46_03_28,D10,6,4,8,Inhibitory_neuron,393,315,0.5089058524173028,6
46_03_46,D10,1,5,7,Unresolved,664,495,0,2
46_03_52,D10,5,3,6,Unresolved,537,417,0.5586592178770949,7
46_03_55,D10,0,6,0,Unresolved,555,446,0.5405405405405406,1
46_04_04,D10,0,6,1,Unresolved,745,549,0.4026845637583893,1
46_04_33,D10,2,7,10,Excitatory_neuron,1950,1088,0.41025641025641024,3
46_04_44,D10,0,6,2,Unresolved,1319,910,0.37907505686125853,4
46_04_48,D10,2,7,5,Excitatory_neuron,573,429,0.6980802792321117,3
46_04_62,D10,3,8,3,Unresolved,730,562,0.821917808219178,4
46_04_70,D10,1,5,1,Unresolved,1139,796,0.2633889376646181,2
46_04_76,D10,1,5,1,Unresolved,1128,755,0.44326241134751776,2
46_04_95,D10,0,6,0,Unresolved,557,464,0.3590664272890485,1
46_05_21,D10,1,5,7,Unresolved,2271,1300,0.3522677234698371,2
46_05_43,D10,0,6,0,Unresolved,882,616,0.22675736961451248,1
46_05_48,D10,3,8,3,Unresolved,1118,744,0.35778175313059035,5
46_05_51,D10,1,5,1,Unresolved,1150,801,0.08695652173913043,1
46_05_55,D10,3,8,3,Unresolved,2475,1424,0.12121212121212122,5
46_05_67,D10,1,5,1,Unresolved,1926,1190,0.5192107995846313,2
46_05_72,D10,6,4,8,Inhibitory_neuron,1349,875,0.2965159377316531,6
46_05_93,D10,6,4,8,Inhibitory_neuron,495,395,0.6060606060606061,6
46_06_15,D10,0,6,1,Unresolved,726,501,1.9283746556473829,1
46_06_21,D10,1,5,1,Unresolved,1767,1030,0.2829654782116582,2
46_06_42,D10,5,3,6,Unresolved,1884,1130,0.10615711252653928,7
46_06_58,D10,4,1,4,Unresolved,420,326,2.619047619047619,4
46_07_05,D10,0,6,2,Unresolved,994,676,2.112676056338028,1
46_07_20,D10,4,1,4,Unresolved,580,451,0.8620689655172413,4
46_07_32,D10,0,6,2,Unresolved,1756,1077,0.3986332574031891,1
46_07_47,D10,0,6,0,Unresolved,998,725,0.6012024048096193,1
46_08_16,D10,4,1,4,Unresolved,2878,1626,0.20847810979847115,4
46_08_32,D10,1,5,7,Unresolved,1090,742,0.27522935779816515,2
46_08_37,D10,1,5,7,Unresolved,1381,903,0.7965242577842143,2
46_08_45,D10,2,7,5,Excitatory_neuron,2285,1321,0.437636761487965,3
46_08_51,D10,4,1,4,Unresolved,2220,1338,0.09009009009009009,4
46_08_60,D10,2,7,5,Excitatory_neuron,2798,1454,0.25017869907076484,3
46_08_63,D10,2,7,10,Excitatory_neuron,998,642,0.30060120240480964,3
46_08_71,D10,0,6,0,Unresolved,522,400,0,1
46_08_96,D10,7,2,9,Inhibitory_neuron,660,515,0.15151515151515152,8
46_09_07,D10,7,2,9,Inhibitory_neuron,603,469,2.155887230514096,8
46_09_12,D10,3,8,3,Unresolved,571,405,2.626970227670753,5
46_09_14,D10,1,5,2,Unresolved,2338,1399,0.5988023952095809,2
46_09_31,D10,6,4,8,Inhibitory_neuron,475,377,2.1052631578947367,6
46_09_39,D10,5,3,6,Unresolved,1073,762,0.09319664492078285,7
46_09_50,D10,0,6,0,Unresolved,548,441,0.36496350364963503,1
46_09_68,D10,0,6,0,Unresolved,640,496,0.46875,1
46_09_70,D10,3,8,3,Unresolved,1005,670,0,5
46_09_72,D10,6,4,8,Inhibitory_neuron,551,419,0.5444646098003629,6
46_09_73,D10,0,6,2,Unresolved,1105,765,0,1
46_09_74,D10,4,1,4,Unresolved,421,348,2.137767220902613,6
46_10_13,D10,0,6,2,Unresolved,1854,1153,0.2696871628910464,1
46_10_22,D10,3,8,3,Unresolved,576,412,0.5208333333333333,5
46_10_37,D10,1,5,5,Unresolved,1663,1092,0.06013229104028864,3
46_10_42,D10,3,8,3,Unresolved,627,452,0.1594896331738437,5
46_10_81,D10,7,2,9,Inhibitory_neuron,387,325,0.2583979328165375,8
46_10_84,D10,0,6,2,Unresolved,879,641,0.11376564277588168,1
46_11_04,D10,1,5,1,Unresolved,817,587,0.4895960832313341,2
46_11_06,D10,0,6,2,Unresolved,733,543,0.2728512960436562,1
46_11_40,D10,0,6,2,Unresolved,1268,857,0.15772870662460567,1
46_11_47,D10,0,6,0,Unresolved,560,460,1.0714285714285714,1
46_11_66,D10,0,6,2,Unresolved,2212,1332,0.09041591320072333,4
46_12_01,D10,0,6,1,Unresolved,1193,802,1.0896898575020955,1
46_12_06,D10,3,8,3,Unresolved,1075,749,0.09302325581395349,5
46_12_19,D10,0,6,0,Unresolved,487,380,0.41067761806981523,1
46_12_36,D10,2,7,5,Excitatory_neuron,2044,1177,0.19569471624266144,3
46_12_43,D10,4,1,4,Unresolved,567,478,0.7054673721340388,4
46_12_68,D10,4,1,4,Unresolved,1020,835,0.49019607843137253,4
46_12_69,D10,0,6,0,Unresolved,596,484,1.006711409395973,1
46_12_76,D10,7,2,9,Inhibitory_neuron,573,461,0.5235602094240838,1
46_12_83,D10,1,5,1,Unresolved,1203,816,0.24937655860349126,2
46_13_35,D10,6,4,8,Inhibitory_neuron,859,585,0.8149010477299184,6
46_13_83,D10,1,5,1,Unresolved,1144,772,0.34965034965034963,2
46_13_87,D10,0,6,0,Unresolved,773,560,0.258732212160414,1
46_13_90,D10,0,6,1,Unresolved,821,587,0.730816077953715,1
46_13_93,D10,6,4,8,Inhibitory_neuron,526,398,0,6
46_13_94,D10,2,7,10,Excitatory_neuron,1720,1071,0.05813953488372093,3
46_14_33,D10,7,2,9,Inhibitory_neuron,995,676,0.7035175879396985,8
46_14_52,D10,0,6,2,Unresolved,1221,766,0.32760032760032765,1
46_14_78,D10,0,6,0,Unresolved,851,618,0.23501762632197415,1
46_14_80,D10,0,6,0,Unresolved,714,550,0.1400560224089636,4
46_15_11,D10,3,8,3,Unresolved,1099,713,0.27297543221110104,5
46_15_18,D10,1,5,7,Unresolved,913,628,0.32858707557502737,2
46_15_33,D10,7,2,9,Inhibitory_neuron,1522,976,0.39421813403416556,8
46_15_35,D10,3,8,3,Unresolved,1573,952,0.6993006993006993,5
46_15_63,D10,2,7,5,Excitatory_neuron,679,498,0.5891016200294551,3
46_15_64,D10,0,6,2,Unresolved,1104,802,0.2717391304347826,1
46_15_67,D10,1,5,7,Unresolved,703,502,0.2844950213371266,2
46_15_84,D10,3,8,3,Unresolved,1611,955,0.12414649286157665,5
46_15_85,D10,2,7,10,Excitatory_neuron,611,433,1.800327332242226,3
46_15_96,D10,1,5,1,Unresolved,2335,1280,0.47109207708779444,6
46_16_06,D10,1,5,7,Unresolved,471,367,0,2
46_16_56,D10,2,7,5,Excitatory_neuron,1418,884,0.07052186177715092,3
46_16_67,D10,5,3,6,Unresolved,655,493,0.7633587786259541,7
46_16_82,D10,0,6,0,Unresolved,685,519,0.291970802919708,1
46_16_86,D10,0,6,0,Unresolved,744,572,0.4032258064516129,1
46_16_95,D10,4,1,4,Unresolved,803,630,0.9962640099626401,4
46_17_34,D10,0,6,9,Unresolved,580,447,0.5172413793103449,8
46_17_48,D10,0,6,0,Unresolved,548,430,0,1
46_17_84,D10,2,7,5,Excitatory_neuron,1728,1078,0.28935185185185186,3
46_18_22,D10,3,8,3,Unresolved,1972,1179,0.35496957403651114,5
46_18_35,D10,5,3,6,Unresolved,971,676,0.30895983522142123,7
46_18_36,D10,4,1,4,Unresolved,447,357,0,4
46_18_38,D10,0,6,0,Unresolved,747,532,0.13386880856760375,2
46_18_42,D10,0,6,2,Unresolved,1133,748,0.264783759929391,1
46_18_46,D10,1,5,1,Unresolved,1163,757,0,2
46_18_91,D10,0,6,2,Unresolved,1605,1007,0.3738317757009346,6
46_19_16,D10,3,8,3,Unresolved,1999,1181,0.400200100050025,5
46_19_42,D10,0,6,2,Unresolved,722,528,0.13850415512465375,1
46_19_51,D10,1,5,7,Unresolved,865,643,0,2
46_19_52,D10,6,4,8,Inhibitory_neuron,694,523,1.1527377521613833,6
46_19_62,D10,0,6,2,Unresolved,1052,723,0.19011406844106463,1
46_19_63,D10,2,7,5,Excitatory_neuron,2068,1119,0.09671179883945842,3
46_19_78,D10,4,1,4,Unresolved,1925,1186,0.2077922077922078,4
46_19_82,D10,5,3,6,Unresolved,432,359,0.6944444444444444,7
46_19_91,D10,0,6,1,Unresolved,604,462,0,2
46_20_42,D10,0,6,0,Unresolved,811,591,0.7398273736128237,1
46_20_56,D10,0,6,2,Unresolved,1370,915,0.291970802919708,1
46_20_58,D10,2,7,10,Excitatory_neuron,2102,1195,0.19029495718363465,3
46_20_79,D10,4,1,4,Unresolved,1554,1081,0.19305019305019305,4
46_20_84,D10,5,3,6,Unresolved,1966,1193,0.508646998982706,7
46_20_88,D10,1,5,1,Unresolved,1937,1164,0.2581311306143521,2
46_21_33,D10,7,2,9,Inhibitory_neuron,967,689,0.6204756980351602,8
46_21_66,D10,0,6,0,Unresolved,889,655,1.0123734533183353,1
46_21_73,D10,1,5,7,Unresolved,1016,675,0.09842519685039369,2
46_21_80,D10,1,5,7,Unresolved,884,610,0.11312217194570137,2
46_21_90,D10,4,1,4,Unresolved,2599,1506,0.19238168526356292,4
46_22_05,D10,0,6,4,Unresolved,790,622,0.25316455696202533,1
46_22_23,D10,2,7,10,Excitatory_neuron,2270,1276,0.2643171806167401,3
46_22_40,D10,1,5,1,Unresolved,1058,701,0.6616257088846881,1
46_22_49,D10,0,6,2,Unresolved,1067,765,0.37488284910965325,1
46_22_86,D10,0,6,2,Unresolved,897,609,0,1
46_22_89,D10,6,4,8,Inhibitory_neuron,535,398,2.2429906542056073,6
46_23_07,D10,1,5,1,Unresolved,1052,739,0.28517110266159695,4
46_23_11,D10,5,3,6,Unresolved,735,565,1.6326530612244898,2
46_23_55,D10,3,8,3,Unresolved,1284,759,1.0124610591900312,5
46_23_70,D10,1,5,1,Unresolved,537,443,0.37243947858473,2
46_23_96,D10,1,5,7,Unresolved,645,476,0.7751937984496124,2
46_24_04,D10,1,5,1,Unresolved,1368,917,0.14619883040935672,2
46_24_08,D10,2,7,5,Excitatory_neuron,1987,1111,0.050327126321087066,3
46_24_34,D10,5,3,6,Unresolved,483,385,0.4140786749482402,7
46_24_50,D10,0,6,2,Unresolved,1064,699,0.28195488721804507,1
46_24_52,D10,3,8,3,Unresolved,1984,1147,1.7641129032258067,5
46_24_62,D10,5,3,6,Unresolved,2088,1248,0.28735632183908044,7
46_25_24,D10,0,6,6,Unresolved,582,438,0.3436426116838488,7
46_25_29,D10,1,5,2,Unresolved,1014,714,0.09861932938856016,1
46_25_32,D10,0,6,0,Unresolved,578,459,0.34602076124567477,1
46_25_49,D10,5,3,6,Unresolved,451,348,0.4434589800443459,7
46_25_63,D10,3,8,3,Unresolved,597,436,0.33500837520938026,5
46_25_85,D10,3,8,3,Unresolved,828,553,0,5
46_25_90,D10,0,6,0,Unresolved,579,449,0.3454231433506045,1
46_25_91,D10,7,2,9,Inhibitory_neuron,526,388,0.38022813688212925,8
46_26_08,D10,3,8,3,Unresolved,518,433,0.5791505791505791,4
46_26_31,D10,0,6,0,Unresolved,603,474,0.16583747927031509,1
46_26_76,D10,0,6,2,Unresolved,1573,938,0.12714558169103624,1
46_26_82,D10,0,6,2,Unresolved,1152,758,0.4340277777777778,1
46_26_94,D10,0,6,0,Unresolved,608,459,2.138157894736842,1
46_27_13,D10,6,4,8,Inhibitory_neuron,816,569,0.49019607843137253,6
46_27_24,D10,1,5,7,Unresolved,836,599,0.5980861244019139,2
46_27_31,D10,2,7,5,Excitatory_neuron,1975,1106,0.10126582278481014,3
46_27_46,D10,5,3,6,Unresolved,2372,1354,0.96964586846543,7
46_27_58,D10,3,8,3,Unresolved,1923,1134,0.46801872074883,5
46_27_62,D10,1,5,7,Unresolved,1622,1044,1.4180024660912454,2
46_27_69,D10,6,4,8,Inhibitory_neuron,595,436,0,6
46_27_87,D10,0,6,0,Unresolved,535,419,0,1
46_27_89,D10,0,6,2,Unresolved,855,637,0.5847953216374269,1
46_28_02,D10,0,6,2,Unresolved,641,506,0.15600624024961,1
46_28_11,D10,2,7,5,Excitatory_neuron,2606,1313,0.23023791250959325,3
46_28_21,D10,4,1,4,Unresolved,493,426,0.8113590263691683,4
46_28_22,D10,3,8,3,Unresolved,2247,1243,0.7565643079661771,5
46_28_23,D10,1,5,1,Unresolved,1233,838,0.08110300081103002,1
46_28_36,D10,6,4,2,Inhibitory_neuron,2240,1256,0.13392857142857142,6
46_28_62,D10,0,6,2,Unresolved,1148,839,0.2613240418118467,1
46_28_84,D10,5,3,6,Unresolved,1344,905,0.4464285714285714,2
46_29_03,D10,1,5,7,Unresolved,998,647,0.1002004008016032,2
46_29_10,D10,1,5,1,Unresolved,1229,831,0.24410089503661514,1
46_29_26,D10,3,8,3,Unresolved,1261,791,0.47581284694686754,5
46_29_29,D10,6,4,8,Inhibitory_neuron,854,649,0.117096018735363,6
46_29_31,D10,0,6,0,Unresolved,424,354,1.179245283018868,1
46_29_39,D10,0,6,0,Unresolved,824,599,0.48543689320388345,1
46_29_41,D10,6,4,8,Inhibitory_neuron,1779,1071,0.5059021922428331,6
46_29_42,D10,4,1,4,Unresolved,512,424,0.390625,1
46_29_51,D10,1,5,1,Unresolved,924,680,0.10822510822510822,1
46_29_55,D10,0,6,0,Unresolved,554,429,0.36101083032490977,1
46_29_75,D10,2,7,10,Excitatory_neuron,2662,1469,0.33809166040571,3
46_30_14,D10,5,3,6,Unresolved,593,451,0.16863406408094433,1
46_31_12,D10,0,6,2,Unresolved,1773,1064,1.071630005640158,6
46_31_24,D10,1,5,1,Unresolved,1060,732,0.09433962264150944,1
46_31_45,D10,4,1,4,Unresolved,894,659,1.006711409395973,6
46_31_52,D10,6,4,8,Inhibitory_neuron,478,383,0.20920502092050208,6
46_31_60,D10,0,6,2,Unresolved,1252,823,0.23961661341853036,1
46_31_61,D10,1,5,7,Unresolved,1074,713,0.27932960893854747,2
46_31_62,D10,3,8,3,Unresolved,525,393,0.19047619047619047,5
46_31_64,D10,4,1,4,Unresolved,427,352,1.639344262295082,4
46_31_68,D10,0,6,2,Unresolved,2137,1256,0.28076743097800655,1
46_31_70,D10,2,7,5,Excitatory_neuron,1587,946,0.315059861373661,3
46_31_84,D10,0,6,0,Unresolved,371,317,0.8086253369272237,3
46_31_93,D10,2,7,10,Excitatory_neuron,2029,1121,0.04928536224741252,3
46_31_96,D10,3,8,3,Unresolved,2095,1243,0.42959427207637235,5
46_32_21,D10,1,5,1,Unresolved,2918,1637,0.1028101439342015,1
46_32_28,D10,3,8,3,Unresolved,1137,754,0.3518029903254178,5
46_32_53,D10,5,3,6,Unresolved,1068,741,0.09363295880149813,2
46_32_56,D10,2,7,10,Excitatory_neuron,1876,1059,0.15991471215351813,3
46_32_67,D10,4,1,4,Unresolved,656,517,0,4
46_32_78,D10,0,6,0,Unresolved,579,461,1.7271157167530224,8
46_32_83,D10,6,4,8,Inhibitory_neuron,483,389,0,6
46_32_87,D10,1,5,1,Unresolved,1379,903,0.43509789702683105,2
46_32_90,D10,5,3,6,Unresolved,667,497,1.3493253373313343,7
46_32_96,D10,7,2,9,Inhibitory_neuron,923,663,0.6500541711809318,8
46_33_18,D10,5,3,6,Unresolved,579,420,1.8998272884283247,7
46_33_44,D10,0,6,0,Unresolved,613,474,0.1631321370309951,1
46_33_54,D10,0,6,2,Unresolved,959,691,0.7299270072992701,1
46_33_62,D10,4,1,4,Unresolved,367,321,0.2724795640326975,4
46_33_64,D10,4,1,4,Unresolved,390,340,1.0256410256410255,4
46_33_75,D10,4,1,4,Unresolved,391,327,0.7672634271099744,4
46_33_81,D10,4,1,4,Unresolved,961,723,0.10405827263267431,4
46_33_83,D10,1,5,2,Unresolved,1344,874,0.744047619047619,1
46_33_91,D10,6,4,8,Inhibitory_neuron,580,425,1.5517241379310345,6
46_34_02,D10,2,7,10,Excitatory_neuron,2148,1159,0.186219739292365,3
46_34_18,D10,1,5,7,Unresolved,915,619,0.1092896174863388,2
46_34_26,D10,6,4,8,Inhibitory_neuron,430,339,0,6
46_34_72,D10,0,6,0,Unresolved,549,420,0.36429872495446264,1
46_34_80,D10,5,3,6,Unresolved,982,675,0.6109979633401221,7
46_34_93,D10,0,6,1,Unresolved,628,474,2.547770700636943,2
46_34_96,D10,0,6,2,Unresolved,1183,847,0.08453085376162299,2
46_35_12,D10,0,6,0,Unresolved,517,410,0.19342359767891684,1
46_35_27,D10,1,5,1,Unresolved,1726,1109,0.17381228273464658,2
46_35_56,D10,7,2,9,Inhibitory_neuron,522,405,0.7662835249042145,8
46_35_84,D10,4,1,4,Unresolved,529,428,1.5122873345935728,4
46_35_86,D10,3,8,3,Unresolved,2507,1418,0.23932987634623054,5
46_36_04,D10,0,6,2,Unresolved,867,632,0.6920415224913495,1
46_36_05,D10,2,7,5,Excitatory_neuron,2229,1220,0.5383580080753702,3
46_36_19,D10,7,2,9,Inhibitory_neuron,750,520,0.6666666666666667,8
46_36_47,D10,4,1,4,Unresolved,391,330,0,6
46_36_54,D10,0,6,2,Unresolved,1077,744,0.4642525533890436,1
46_36_86,D10,4,1,4,Unresolved,775,589,0.5161290322580645,6
46_37_17,D10,7,2,9,Inhibitory_neuron,949,675,0,8
46_37_33,D10,2,7,5,Excitatory_neuron,1239,799,0.16142050040355124,3
46_37_60,D10,7,2,9,Inhibitory_neuron,468,343,0.2136752136752137,8
46_38_16,D10,6,4,8,Inhibitory_neuron,627,465,0.1594896331738437,6
46_38_40,D10,1,5,7,Unresolved,757,545,0,2
46_38_44,D10,1,5,1,Unresolved,777,561,0.2574002574002574,2
46_38_54,D10,2,7,10,Excitatory_neuron,1703,991,0.5871990604815032,3
46_38_68,D10,1,5,1,Unresolved,1453,937,0.20646937370956642,2
46_38_96,D10,1,5,1,Unresolved,936,655,0.8547008547008548,2
46_39_11,D10,2,7,5,Excitatory_neuron,2459,1354,0.5286701911346076,3
46_39_17,D10,2,7,5,Excitatory_neuron,2742,1305,0.03646973012399708,3
46_39_18,D10,0,6,0,Unresolved,457,328,0.437636761487965,1
46_39_43,D10,7,2,9,Inhibitory_neuron,652,489,0.7668711656441718,8
46_39_48,D10,1,5,1,Unresolved,739,564,0.2706359945872801,1
46_39_53,D10,4,1,4,Unresolved,2469,1448,0.6480356419603078,4
46_39_67,D10,5,3,6,Unresolved,1379,924,0.5076142131979695,7
46_39_74,D10,7,2,9,Inhibitory_neuron,1164,767,0.0859106529209622,6
46_39_96,D10,6,4,8,Inhibitory_neuron,809,563,0.3708281829419036,6
46_40_03,D10,4,1,4,Unresolved,389,318,1.2853470437017995,4
46_40_05,D10,3,8,3,Unresolved,806,574,1.6129032258064515,5
46_40_19,D10,3,8,2,Unresolved,1237,836,0.16168148746968472,1
46_40_24,D10,0,6,2,Unresolved,1489,956,0.2686366689053056,4
46_40_39,D10,2,7,5,Excitatory_neuron,2255,1235,0,3
46_40_48,D10,0,6,1,Unresolved,1001,720,0,1
46_40_60,D10,4,1,4,Unresolved,468,402,0.641025641025641,2
46_40_63,D10,4,1,4,Unresolved,348,302,0.5747126436781609,6
46_40_67,D10,1,5,1,Unresolved,1563,955,0,2
46_40_83,D10,1,5,1,Unresolved,995,689,0.20100502512562815,1
46_40_96,D10,0,6,2,Unresolved,954,695,0.5241090146750524,1
46_41_04,D10,1,5,4,Unresolved,671,511,0.7451564828614009,2
46_41_06,D10,2,7,5,Excitatory_neuron,1211,759,0.5780346820809248,3
46_41_44,D10,0,6,2,Unresolved,761,551,0.1314060446780552,1
46_41_59,D10,1,5,7,Unresolved,1040,719,0.4807692307692308,4
46_41_86,D10,0,6,1,Unresolved,863,607,0.5793742757821553,1
46_42_21,D10,0,6,0,Unresolved,478,364,1.2552301255230125,1
46_42_25,D10,2,7,5,Excitatory_neuron,2186,1350,0.41171088746569073,3
46_42_45,D10,2,7,10,Excitatory_neuron,954,622,0.20964360587002098,3
46_42_81,D10,7,2,9,Inhibitory_neuron,732,533,1.366120218579235,1
46_42_82,D10,6,4,8,Inhibitory_neuron,546,406,1.098901098901099,6
46_42_93,D10,1,5,1,Unresolved,1199,849,0.5004170141784821,1
46_42_96,D10,2,7,10,Excitatory_neuron,2908,1539,0.30949105914718017,3
46_43_28,D10,0,6,7,Unresolved,735,540,0.13605442176870747,1
46_43_37,D10,0,6,0,Unresolved,600,456,0.16666666666666669,1
46_43_39,D10,0,6,2,Unresolved,1238,834,0.24232633279483037,1
46_43_41,D10,5,3,6,Unresolved,789,546,0.12674271229404308,7
46_43_48,D10,1,5,1,Unresolved,551,450,0.18148820326678766,1
46_43_82,D10,0,6,0,Unresolved,565,434,0.7079646017699115,1
46_43_92,D10,0,6,0,Unresolved,556,443,0.3597122302158274,1
46_44_24,D10,0,6,2,Unresolved,834,617,0.4796163069544364,1
46_44_28,D10,5,3,6,Unresolved,530,424,0,1
46_44_33,D10,1,5,1,Unresolved,1024,729,0.390625,2
46_44_35,D10,0,6,0,Unresolved,624,466,0.16025641025641024,8
46_44_40,D10,3,8,3,Unresolved,918,632,0.10893246187363835,5
46_44_52,D10,2,7,10,Excitatory_neuron,1329,817,0.07524454477050413,3
46_45_21,D10,0,6,1,Unresolved,662,502,0.6042296072507553,7
46_45_77,D10,0,6,0,Unresolved,462,375,0.4329004329004329,1
46_45_78,D10,6,4,8,Inhibitory_neuron,391,297,0.7672634271099744,6
46_46_18,D10,4,1,4,Unresolved,1116,769,0.6272401433691757,4
46_46_23,D10,6,4,8,Inhibitory_neuron,863,610,0.2317497103128621,6
46_46_31,D10,1,5,7,Unresolved,1127,707,0.1774622892635315,2
46_46_33,D10,4,1,11,Unresolved,905,664,1.2154696132596685,1
46_46_63,D10,0,6,2,Unresolved,1383,900,0.7230657989877078,1
46_46_89,D10,1,5,7,Unresolved,1502,923,0.06657789613848203,2
46_47_03,D10,0,6,0,Unresolved,780,545,0.38461538461538464,1
46_47_05,D10,1,5,1,Unresolved,775,552,0.6451612903225806,7
46_47_48,D10,2,7,5,Excitatory_neuron,2796,1455,0.28612303290414876,3
46_47_50,D10,0,6,0,Unresolved,355,301,0.28169014084507044,1
46_47_83,D10,0,6,2,Unresolved,1603,986,0.3119151590767312,1
46_47_93,D10,6,4,8,Inhibitory_neuron,378,301,0.26455026455026454,6
46_48_18,D10,4,1,4,Unresolved,2181,1406,0.1375515818431912,4
46_48_20,D10,0,6,0,Unresolved,662,480,0.6042296072507553,1
46_48_31,D10,3,8,3,Unresolved,1405,889,0.0711743772241993,5
46_48_39,D10,1,5,2,Unresolved,1229,824,0.4882017900732303,1
46_48_54,D10,0,6,2,Unresolved,942,719,0.42462845010615713,1
46_48_68,D10,0,6,2,Unresolved,1542,995,0.25940337224383914,1
46_48_69,D10,0,6,2,Unresolved,575,434,0,1
46_48_79,D10,3,8,3,Unresolved,2739,1503,0.4746257758305951,5
46_48_84,D10,1,5,1,Unresolved,393,340,1.2722646310432568,2
46_49_08,D10,7,2,9,Inhibitory_neuron,412,322,1.4563106796116505,8
46_49_31,D10,4,1,4,Unresolved,594,472,0.5050505050505051,4
46_49_43,D10,0,6,0,Unresolved,482,393,0.8298755186721992,1
46_49_51,D10,1,5,7,Unresolved,1213,820,0.24732069249793898,2
46_49_53,D10,0,6,0,Unresolved,539,433,0.7421150278293136,1
46_49_73,D10,0,6,0,Unresolved,414,332,0.24154589371980675,1
46_49_76,D10,1,5,1,Unresolved,912,655,0.5482456140350876,1
46_49_88,D10,1,5,7,Unresolved,634,471,0.7886435331230284,2
46_49_92,D10,0,6,0,Unresolved,590,429,1.0169491525423728,1
46_50_03,D10,0,6,2,Unresolved,1736,1104,0.3456221198156682,6
46_50_22,D10,3,8,3,Unresolved,1407,888,0.28429282160625446,5
46_50_31,D10,5,3,6,Unresolved,875,624,0.6857142857142857,7
46_50_33,D10,3,8,3,Unresolved,1538,928,0.26007802340702213,5
46_50_40,D10,4,1,4,Unresolved,546,462,0.7326007326007326,4
46_50_93,D10,0,6,0,Unresolved,623,468,1.7656500802568218,1
46_51_32,D10,0,6,1,Unresolved,431,338,0.46403712296983757,1
46_51_59,D10,0,6,0,Unresolved,480,397,0.20833333333333334,1
46_51_62,D10,5,3,6,Unresolved,709,520,0.2820874471086037,7
46_51_71,D10,0,6,0,Unresolved,564,449,1.0638297872340425,1
46_52_06,D10,4,1,4,Unresolved,441,365,0.45351473922902497,4
46_52_19,D10,0,6,0,Unresolved,497,381,0,3
46_52_27,D10,2,7,5,Excitatory_neuron,838,599,0.47732696897374705,3
46_52_31,D10,1,5,1,Unresolved,871,623,0.5740528128587831,1
46_52_32,D10,2,7,5,Excitatory_neuron,2200,1268,0.5454545454545455,3
46_52_37,D10,1,5,1,Unresolved,1153,770,0.17346053772766695,2
46_52_48,D10,2,7,5,Excitatory_neuron,1153,761,0.26019080659150046,3
46_52_60,D10,0,6,0,Unresolved,585,469,0.3418803418803419,1
46_52_64,D10,2,7,10,Excitatory_neuron,2350,1237,0.1276595744680851,3
46_52_75,D10,0,6,0,Unresolved,597,467,1.0050251256281406,8
46_53_08,D10,1,5,7,Unresolved,550,420,0,2
46_53_09,D10,1,5,1,Unresolved,539,417,0.1855287569573284,2
46_53_16,D10,7,2,9,Inhibitory_neuron,714,506,0.42016806722689076,8
46_53_26,D10,0,6,0,Unresolved,543,429,0.5524861878453038,1
46_53_27,D10,0,6,0,Unresolved,508,407,0.5905511811023622,1
46_53_34,D10,7,2,9,Inhibitory_neuron,667,513,0.4497751124437781,8
46_53_46,D10,4,1,4,Unresolved,690,532,0.5797101449275363,6
46_53_84,D10,2,7,10,Excitatory_neuron,1718,1014,0.2910360884749709,3
46_53_87,D10,6,4,8,Inhibitory_neuron,961,676,0.10405827263267431,1
46_54_06,D10,1,5,1,Unresolved,926,685,0.4319654427645789,2
46_54_18,D10,5,3,6,Unresolved,1009,700,0.19821605550049554,7
46_54_46,D10,0,6,0,Unresolved,482,398,0.6224066390041494,1
46_54_52,D10,0,6,0,Unresolved,500,403,0.2,1
46_54_62,D10,1,5,1,Unresolved,1196,834,0.7525083612040134,2
46_54_76,D10,5,3,6,Unresolved,677,522,0.29542097488921715,7
46_54_81,D10,5,3,6,Unresolved,1131,793,0.3536693191865605,7
46_54_91,D10,2,7,5,Excitatory_neuron,1742,1021,0.3444316877152698,3
46_54_92,D10,5,3,6,Unresolved,720,531,0.1388888888888889,7
46_55_15,D10,4,1,4,Unresolved,2106,1348,0.23741690408357075,4
46_55_90,D10,0,6,0,Unresolved,391,317,2.3017902813299234,1
46_56_06,D10,1,5,1,Unresolved,1529,954,0.1962066710268149,2
46_56_16,D10,5,3,6,Unresolved,1205,801,0.33195020746887965,7
