barcode,technical_well,seurat_cluster_raw,seurat_tree_cluster,seurat_cluster_legacy_res_1_5,provisional_annotation,nCount_RNA,nFeature_RNA,percent.mt,scanpy_cluster
47_21_18,D11,3,8,3,Unresolved,644,490,0.6211180124223602,5
47_21_70,D11,0,6,0,Unresolved,397,330,0.2518891687657431,1
47_21_79,D11,0,6,0,Unresolved,639,500,2.660406885758998,1
47_22_11,D11,2,7,10,Excitatory_neuron,2280,1198,0.30701754385964913,3
47_22_39,D11,1,5,7,Unresolved,649,508,0.15408320493066258,2
47_22_75,D11,0,6,0,Unresolved,594,476,1.6835016835016834,7
47_23_10,D11,2,7,10,Excitatory_neuron,1308,803,0.22935779816513763,3
47_23_11,D11,0,6,0,Unresolved,438,358,0.228310502283105,1
47_23_44,D11,0,6,0,Unresolved,578,457,1.7301038062283738,1
47_23_61,D11,3,8,3,Unresolved,1269,804,0.15760441292356187,5
47_23_94,D11,5,3,6,Unresolved,615,459,0.16260162601626016,7
47_23_95,D11,0,6,0,Unresolved,482,398,1.0373443983402488,2
47_24_03,D11,1,5,7,Unresolved,524,402,0.5725190839694656,2
47_24_06,D11,5,3,6,Unresolved,466,372,0.8583690987124464,7
47_24_08,D11,2,7,10,Excitatory_neuron,1196,793,0,3
47_24_30,D11,1,5,1,Unresolved,896,627,0.78125,2
47_24_36,D11,0,6,2,Unresolved,2244,1306,0.267379679144385,1
47_24_54,D11,0,6,2,Unresolved,691,565,0,1
47_24_61,D11,1,5,7,Unresolved,915,639,0.4371584699453552,2
47_24_74,D11,1,5,7,Unresolved,785,522,0,2
47_24_84,D11,3,8,3,Unresolved,1213,797,0.8244023083264632,5
47_25_09,D11,0,6,0,Unresolved,398,337,0.5025125628140703,2
47_25_16,D11,0,6,0,Unresolved,401,322,0.4987531172069825,1
47_25_28,D11,3,8,3,Unresolved,480,381,0.4166666666666667,5
47_25_38,D11,2,7,5,Excitatory_neuron,648,462,0.30864197530864196,3
47_25_92,D11,2,7,10,Excitatory_neuron,597,438,0.33500837520938026,3
47_26_07,D11,7,2,9,Inhibitory_neuron,385,314,1.8181818181818181,8
47_26_35,D11,0,6,0,Unresolved,427,358,0,1
47_26_40,D11,0,6,0,Unresolved,416,330,0.4807692307692308,8
47_27_06,D11,3,8,3,Unresolved,1384,823,0.4335260115606936,5
47_27_16,D11,2,7,5,Excitatory_neuron,726,496,0.4132231404958678,3
47_27_28,D11,3,8,3,Unresolved,917,608,0.3271537622682661,5
47_27_78,D11,3,8,3,Unresolved,982,646,0.20366598778004072,5
47_27_82,D11,4,1,4,Unresolved,2854,1659,0.31534688156972673,4
47_27_84,D11,0,6,2,Unresolved,559,437,1.2522361359570662,1
47_27_85,D11,3,8,3,Unresolved,1030,692,0.1941747572815534,5
47_27_88,D11,4,1,4,Unresolved,407,350,0.2457002457002457,1
47_27_96,D11,0,6,2,Unresolved,708,539,0.423728813559322,1
47_28_03,D11,3,8,3,Unresolved,1281,805,0.234192037470726,5
47_28_06,D11,2,7,5,Excitatory_neuron,1491,927,0.2682763246143528,3
47_28_11,D11,0,6,0,Unresolved,768,546,1.171875,1
47_28_14,D11,2,7,10,Excitatory_neuron,1597,961,1.3149655604257984,3
47_28_34,D11,3,8,3,Unresolved,1752,1067,0.28538812785388123,5
47_28_40,D11,3,8,3,Unresolved,904,637,0.11061946902654868,5
47_28_49,D11,6,4,8,Inhibitory_neuron,1380,867,0.14492753623188406,6
47_28_67,D11,0,6,0,Unresolved,751,552,0.2663115845539281,1
47_28_90,D11,6,4,8,Inhibitory_neuron,648,473,1.2345679012345678,6
47_29_29,D11,2,7,5,Excitatory_neuron,803,562,0,3
47_29_38,D11,0,6,0,Unresolved,719,502,0.27816411682892905,1
47_29_53,D11,1,5,1,Unresolved,708,537,0.2824858757062147,2
47_29_96,D11,0,6,0,Unresolved,591,477,0.5076142131979695,1
47_30_43,D11,5,3,6,Unresolved,366,308,0.546448087431694,2
47_30_58,D11,0,6,0,Unresolved,392,320,0.7653061224489796,1
47_31_13,D11,6,4,8,Inhibitory_neuron,710,507,0.28169014084507044,6
47_31_25,D11,2,7,10,Excitatory_neuron,1780,1046,0.05617977528089888,3
47_31_27,D11,1,5,1,Unresolved,1580,1046,0.569620253164557,2
47_31_30,D11,1,5,7,Unresolved,634,459,0,2
47_31_53,D11,3,8,3,Unresolved,1483,901,0.5394470667565745,5
47_31_61,D11,0,6,2,Unresolved,775,567,0.12903225806451613,1
47_31_85,D11,0,6,0,Unresolved,926,664,0.755939524838013,1
47_31_86,D11,3,8,3,Unresolved,1477,909,0.2031144211238998,5
47_32_14,D11,5,3,6,Unresolved,547,422,0.9140767824497258,7
47_32_49,D11,0,6,0,Unresolved,497,373,0,1
47_32_54,D11,0,6,0,Unresolved,500,391,1,2
47_32_71,D11,3,8,3,Unresolved,862,585,0.23201856148491878,5
47_32_82,D11,0,6,0,Unresolved,406,323,0,1
47_33_02,D11,7,2,9,Inhibitory_neuron,577,436,0.8665511265164645,8
47_33_51,D11,0,6,1,Unresolved,775,541,0.25806451612903225,1
47_33_62,D11,0,6,0,Unresolved,616,451,0.974025974025974,1
47_33_82,D11,6,4,8,Inhibitory_neuron,523,403,0.5736137667304015,6
47_34_17,D11,0,6,2,Unresolved,1384,948,0.2890173410404624,1
47_34_18,D11,2,7,5,Excitatory_neuron,1762,970,0.056753688989784334,3
47_34_41,D11,0,6,2,Unresolved,716,575,0.27932960893854747,1
47_34_45,D11,0,6,0,Unresolved,695,537,0.4316546762589928,1
47_34_72,D11,0,6,2,Unresolved,1171,766,0.5123825789923143,1
47_34_77,D11,4,1,4,Unresolved,968,695,0.10330578512396695,4
47_34_95,D11,5,3,6,Unresolved,434,332,2.7649769585253456,7
47_35_35,D11,0,6,2,Unresolved,737,525,0.40705563093622793,2
47_35_52,D11,2,7,5,Excitatory_neuron,1147,737,0.34873583260680036,3
47_35_58,D11,0,6,2,Unresolved,1235,824,0,1
47_35_73,D11,0,6,0,Unresolved,527,412,2.846299810246679,4
47_36_09,D11,2,7,5,Excitatory_neuron,1510,950,0.26490066225165565,3
47_36_22,D11,0,6,0,Unresolved,357,304,1.9607843137254901,1
47_36_60,D11,1,5,1,Unresolved,663,506,0.1508295625942685,2
47_36_61,D11,3,8,3,Unresolved,1599,934,0.06253908692933083,5
47_36_63,D11,2,7,5,Excitatory_neuron,1912,1107,0.36610878661087864,3
47_36_65,D11,1,5,1,Unresolved,516,392,0.5813953488372093,2
47_36_66,D11,1,5,1,Unresolved,871,626,0.4592422502870264,2
47_36_70,D11,4,1,4,Unresolved,1573,1003,0.19071837253655435,4
47_36_74,D11,0,6,2,Unresolved,1115,733,0.5381165919282511,1
47_36_85,D11,0,6,2,Unresolved,1630,1007,0.3067484662576687,4
47_36_94,D11,0,6,2,Unresolved,1741,1080,0.17231476163124643,1
47_37_15,D11,5,3,6,Unresolved,515,406,1.3592233009708738,7
47_37_33,D11,5,3,6,Unresolved,531,376,0.3766478342749529,7
47_38_32,D11,0,6,2,Unresolved,1061,737,0.1885014137606032,1
47_38_54,D11,3,8,3,Unresolved,837,600,0.4778972520908005,5
47_38_76,D11,2,7,5,Excitatory_neuron,1181,715,0.9314140558848433,3
47_38_91,D11,1,5,1,Unresolved,1518,989,0.06587615283267458,4
47_38_93,D11,1,5,7,Unresolved,1052,678,0,2
47_39_06,D11,0,6,0,Unresolved,582,465,0,2
47_39_26,D11,5,3,6,Unresolved,481,386,0.8316008316008316,7
47_39_74,D11,1,5,7,Unresolved,697,482,0.5738880918220948,2
47_39_75,D11,7,2,9,Inhibitory_neuron,621,457,0.4830917874396135,8
47_39_80,D11,2,7,10,Excitatory_neuron,1171,774,0.25619128949615716,3
47_40_16,D11,3,8,3,Unresolved,1285,792,0.07782101167315175,5
47_40_26,D11,0,6,2,Unresolved,1034,730,0.2901353965183753,1
47_40_29,D11,3,8,3,Unresolved,1135,734,0,5
47_40_39,D11,1,5,1,Unresolved,1023,690,0.2932551319648094,2
47_40_72,D11,0,6,0,Unresolved,469,378,0.6396588486140725,1
47_40_80,D11,1,5,1,Unresolved,1243,826,0.08045052292839903,2
47_40_84,D11,1,5,7,Unresolved,2577,1455,0.23282887077997672,2
47_41_05,D11,2,7,5,Excitatory_neuron,888,608,0,3
47_41_20,D11,3,8,3,Unresolved,769,536,1.0403120936280885,5
47_41_26,D11,0,6,0,Unresolved,479,386,1.2526096033402923,1
47_41_27,D11,1,5,7,Unresolved,605,487,0.8264462809917356,5
47_41_33,D11,1,5,7,Unresolved,1035,697,0.1932367149758454,2
47_41_53,D11,6,4,8,Inhibitory_neuron,721,521,0.27739251040221913,6
47_41_60,D11,4,1,4,Unresolved,944,715,1.059322033898305,1
47_41_64,D11,1,5,7,Unresolved,603,438,0.4975124378109453,2
47_41_68,D11,0,6,2,Unresolved,826,606,0,1
47_41_74,D11,0,6,0,Unresolved,559,443,0,7
47_42_26,D11,0,6,0,Unresolved,405,327,0,1
47_42_38,D11,6,4,8,Inhibitory_neuron,436,326,0.6880733944954129,6
47_42_44,D11,6,4,8,Inhibitory_neuron,416,345,0,6
47_42_67,D11,0,6,0,Unresolved,497,394,0.6036217303822937,1
47_42_82,D11,0,6,2,Unresolved,701,530,0.14265335235378032,1
47_42_90,D11,4,1,4,Unresolved,341,297,0.8797653958944283,4
47_43_08,D11,7,2,9,Inhibitory_neuron,400,314,0,8
47_43_18,D11,0,6,2,Unresolved,981,710,0.9174311926605505,1
47_43_21,D11,5,3,6,Unresolved,639,461,0.3129890453834116,7
47_43_65,D11,0,6,2,Unresolved,547,418,0.9140767824497258,1
47_43_75,D11,0,6,0,Unresolved,643,467,1.8662519440124419,1
47_43_79,D11,6,4,8,Inhibitory_neuron,673,503,0.44576523031203563,6
47_44_36,D11,0,6,0,Unresolved,460,379,0,1
47_44_42,D11,0,6,0,Unresolved,390,323,0.2564102564102564,1
47_44_48,D11,0,6,0,Unresolved,429,370,0.2331002331002331,1
47_44_66,D11,5,3,6,Unresolved,874,638,1.0297482837528604,4
47_44_96,D11,1,5,7,Unresolved,409,335,0.24449877750611246,2
47_45_01,D11,5,3,6,Unresolved,507,414,0.39447731755424065,1
47_45_34,D11,2,7,5,Excitatory_neuron,657,496,0.45662100456621,3
47_45_68,D11,5,3,6,Unresolved,380,301,0.5263157894736842,7
47_45_89,D11,4,1,4,Unresolved,675,528,2.2222222222222223,4
47_45_92,D11,3,8,3,Unresolved,767,538,0.5215123859191656,5
47_46_05,D11,4,1,4,Unresolved,2854,1688,0.31534688156972673,4
47_46_18,D11,1,5,7,Unresolved,1515,871,0.9900990099009901,2
47_46_19,D11,0,6,2,Unresolved,1362,901,0.881057268722467,1
47_46_29,D11,6,4,8,Inhibitory_neuron,731,529,0.6839945280437756,6
47_46_36,D11,2,7,5,Excitatory_neuron,1302,794,0.15360983102918588,3
47_46_40,D11,0,6,1,Unresolved,638,469,1.09717868338558,2
47_46_84,D11,1,5,7,Unresolved,805,576,0.12422360248447205,2
47_47_46,D11,2,7,10,Excitatory_neuron,1179,779,0.16963528413910092,3
47_47_51,D11,0,6,0,Unresolved,396,322,0.5050505050505051,8
47_47_79,D11,1,5,1,Unresolved,657,492,0.45662100456621,2
47_47_80,D11,5,3,6,Unresolved,500,401,0,7
47_47_84,D11,0,6,2,Unresolved,798,598,0,6
47_47_92,D11,0,6,8,Unresolved,479,390,1.0438413361169103,1
47_48_09,D11,0,6,1,Unresolved,670,507,0.44776119402985076,2
47_48_20,D11,0,6,0,Unresolved,524,432,0.5725190839694656,1
47_48_21,D11,4,1,4,Unresolved,758,568,0.6596306068601583,4
47_48_23,D11,0,6,2,Unresolved,871,626,0.5740528128587831,1
47_48_28,D11,7,2,9,Inhibitory_neuron,1510,859,0.4635761589403974,8
47_48_50,D11,4,1,4,Unresolved,1045,740,0.4784688995215311,6
47_48_60,D11,1,5,7,Unresolved,697,503,0.1434720229555237,2
47_48_67,D11,0,6,2,Unresolved,929,675,1.0764262648008611,1
47_48_70,D11,0,6,1,Unresolved,788,562,0.25380710659898476,1
47_48_91,D11,2,7,5,Excitatory_neuron,2567,1435,0.19477989871445267,3
47_49_28,D11,0,6,2,Unresolved,943,639,0,1
47_49_54,D11,0,6,0,Unresolved,588,425,0.3401360544217687,1
47_49_67,D11,0,6,0,Unresolved,343,296,0.2915451895043732,2
47_49_77,D11,0,6,0,Unresolved,695,509,0.14388489208633093,1
47_49_87,D11,0,6,0,Unresolved,511,419,0.7827788649706457,8
47_49_93,D11,2,7,10,Excitatory_neuron,1590,954,0.5660377358490566,3
47_50_10,D11,0,6,4,Unresolved,720,577,0.8333333333333334,1
47_50_29,D11,1,5,7,Unresolved,449,348,0.6681514476614699,2
47_50_45,D11,0,6,0,Unresolved,681,502,0.7342143906020557,1
47_50_63,D11,0,6,2,Unresolved,1608,1024,0.3109452736318408,1
47_50_74,D11,5,3,6,Unresolved,664,490,0.7530120481927711,7
47_50_80,D11,6,4,8,Inhibitory_neuron,798,596,0.12531328320802004,1
47_50_91,D11,0,6,0,Unresolved,546,415,0.3663003663003663,1
47_51_29,D11,0,6,0,Unresolved,560,448,0.17857142857142858,4
47_51_67,D11,2,7,10,Excitatory_neuron,689,493,0,3
47_51_89,D11,1,5,7,Unresolved,370,316,0.2702702702702703,2
47_52_19,D11,3,8,3,Unresolved,931,606,0,5
47_52_35,D11,5,3,6,Unresolved,546,418,0.9157509157509158,7
47_52_39,D11,0,6,1,Unresolved,591,459,0.1692047377326565,1
47_52_45,D11,1,5,7,Unresolved,1167,756,0.42844901456726653,2
47_52_47,D11,1,5,1,Unresolved,1163,801,0.08598452278589853,4
47_52_59,D11,1,5,7,Unresolved,637,467,0.15698587127158556,2
47_52_69,D11,0,6,0,Unresolved,808,600,0.24752475247524752,1
47_52_81,D11,0,6,0,Unresolved,443,354,0,1
47_52_89,D11,1,5,1,Unresolved,1475,929,2.7796610169491522,2
47_53_15,D11,3,8,3,Unresolved,448,336,2.6785714285714284,5
47_53_37,D11,6,4,8,Inhibitory_neuron,394,321,0,6
47_53_40,D11,1,5,7,Unresolved,616,436,0,7
47_53_47,D11,3,8,3,Unresolved,549,414,0.7285974499089253,5
47_53_65,D11,1,5,7,Unresolved,1350,875,0.3703703703703704,2
47_53_67,D11,4,1,4,Unresolved,1178,808,0.7640067911714771,4
47_53_83,D11,6,4,8,Inhibitory_neuron,648,508,0.4629629629629629,1
47_53_91,D11,0,6,0,Unresolved,446,364,0.4484304932735426,1
47_54_24,D11,3,8,3,Unresolved,999,727,0.40040040040040037,1
47_54_36,D11,1,5,1,Unresolved,2085,1332,0.38369304556354916,2
47_54_46,D11,5,3,6,Unresolved,663,492,1.206636500754148,7
47_54_53,D11,0,6,0,Unresolved,408,316,1.2254901960784315,1
47_54_55,D11,0,6,0,Unresolved,383,324,0,1
47_54_70,D11,5,3,6,Unresolved,528,414,0.3787878787878788,6
47_54_88,D11,2,7,5,Excitatory_neuron,1223,764,0.3270645952575634,3
47_54_96,D11,0,6,0,Unresolved,374,301,0.53475935828877,1
47_55_29,D11,2,7,10,Excitatory_neuron,540,394,0.1851851851851852,3
47_55_38,D11,0,6,2,Unresolved,540,447,0,1
47_55_39,D11,0,6,0,Unresolved,533,430,0.5628517823639775,1
47_55_40,D11,4,1,4,Unresolved,586,498,0.17064846416382254,4
47_55_44,D11,1,5,7,Unresolved,415,348,2.1686746987951806,2
47_55_77,D11,2,7,5,Excitatory_neuron,621,463,0.1610305958132045,1
47_55_86,D11,3,8,3,Unresolved,398,314,0.25125628140703515,5
47_56_08,D11,3,8,3,Unresolved,1786,1082,0.2799552071668533,5
47_56_11,D11,3,8,3,Unresolved,1029,691,0.3887269193391642,5
47_56_42,D11,4,1,4,Unresolved,450,365,1.1111111111111112,4
47_56_60,D11,2,7,5,Excitatory_neuron,1283,782,0.23382696804364772,3
47_56_61,D11,3,8,3,Unresolved,1781,1026,0.39303761931499154,5
47_56_75,D11,3,8,3,Unresolved,820,592,0.12195121951219512,5
47_56_76,D11,7,2,9,Inhibitory_neuron,893,607,0.6718924972004479,8
47_56_80,D11,4,1,4,Unresolved,1521,1053,0.3287310979618672,4
47_56_89,D11,0,6,2,Unresolved,879,626,0,1
47_56_92,D11,0,6,0,Unresolved,422,349,0.47393364928909953,1
47_57_17,D11,0,6,0,Unresolved,557,448,0.3590664272890485,4
47_57_32,D11,6,4,8,Inhibitory_neuron,441,354,1.1337868480725624,6
47_57_63,D11,1,5,7,Unresolved,758,520,0.2638522427440633,2
47_57_75,D11,0,6,0,Unresolved,540,426,0,2
47_58_05,D11,2,7,10,Excitatory_neuron,1925,1119,0.2077922077922078,3
47_58_11,D11,0,6,0,Unresolved,605,470,0.1652892561983471,1
47_58_44,D11,0,6,1,Unresolved,568,427,0.35211267605633806,2
47_58_73,D11,0,6,0,Unresolved,626,471,0,1
47_58_89,D11,1,5,1,Unresolved,1432,917,0.4888268156424581,1
47_59_05,D11,4,1,4,Unresolved,735,577,0.6802721088435374,4
47_59_21,D11,2,7,5,Excitatory_neuron,1407,901,0.35536602700781805,3
47_59_35,D11,5,3,6,Unresolved,1099,722,0.4549590536851683,7
47_59_64,D11,1,5,1,Unresolved,1387,910,0.43258832011535686,2
47_59_70,D11,0,6,5,Unresolved,623,457,0.8025682182985553,1
47_59_87,D11,6,4,8,Inhibitory_neuron,605,467,0.3305785123966942,6
47_60_07,D11,4,1,4,Unresolved,507,418,0.19723865877712032,4
47_60_23,D11,3,8,3,Unresolved,2756,1593,0.36284470246734396,4
47_60_25,D11,5,3,6,Unresolved,623,487,0.16051364365971107,7
47_60_35,D11,0,6,0,Unresolved,369,310,0,1
47_60_52,D11,0,6,0,Unresolved,405,343,0.49382716049382713,1
47_60_60,D11,0,6,0,Unresolved,396,336,1.0101010101010102,2
47_60_68,D11,7,2,9,Inhibitory_neuron,510,393,1.3725490196078431,8
47_60_77,D11,3,8,3,Unresolved,1610,1026,0.37267080745341613,5
47_61_18,D11,2,7,5,Excitatory_neuron,1967,1177,0.10167768174885612,3
47_61_29,D11,2,7,5,Excitatory_neuron,1140,735,0.08771929824561403,3
47_61_53,D11,2,7,5,Excitatory_neuron,1139,726,0.2633889376646181,3
47_61_58,D11,2,7,5,Excitatory_neuron,1261,827,0.23790642347343377,3
47_61_71,D11,2,7,10,Excitatory_neuron,1068,673,0.9363295880149813,3
47_62_03,D11,4,1,4,Unresolved,907,639,0.8820286659316428,4
47_62_05,D11,6,4,8,Inhibitory_neuron,473,382,0,1
47_62_17,D11,4,1,4,Unresolved,1197,861,0.4177109440267335,4
47_62_25,D11,2,7,10,Excitatory_neuron,2064,1247,0.1937984496124031,3
47_62_30,D11,1,5,1,Unresolved,1251,846,0,1
47_62_38,D11,4,1,4,Unresolved,1094,762,0.5484460694698354,4
47_62_53,D11,6,4,8,Inhibitory_neuron,452,356,0.22123893805309736,6
47_62_54,D11,0,6,0,Unresolved,592,458,0.33783783783783783,1
47_62_87,D11,2,7,10,Excitatory_neuron,1734,1029,0.11534025374855825,3
47_63_08,D11,6,4,8,Inhibitory_neuron,390,316,0.2564102564102564,8
47_63_20,D11,0,6,2,Unresolved,974,647,0.20533880903490762,1
47_63_32,D11,0,6,0,Unresolved,488,397,0.6147540983606558,1
47_63_43,D11,5,3,6,Unresolved,1874,1136,0.05336179295624333,7
47_63_45,D11,0,6,2,Unresolved,1291,833,0.3872966692486445,1
47_63_47,D11,2,7,5,Excitatory_neuron,1646,987,1.5188335358444713,3
47_63_52,D11,4,1,4,Unresolved,352,295,0,4
47_63_55,D11,0,6,0,Unresolved,372,316,1.0752688172043012,3
47_63_79,D11,2,7,5,Excitatory_neuron,875,622,0.34285714285714286,1
47_64_15,D11,0,6,0,Unresolved,609,455,0.49261083743842365,1
47_64_29,D11,2,7,10,Excitatory_neuron,2454,1286,1.1817440912795436,3
47_64_45,D11,2,7,5,Excitatory_neuron,1100,699,0.45454545454545453,3
47_64_60,D11,0,6,0,Unresolved,614,467,1.3029315960912053,1
47_64_78,D11,7,2,9,Inhibitory_neuron,714,524,0.5602240896358543,8
47_64_82,D11,1,5,1,Unresolved,1163,788,0.6018916595012898,2
47_64_86,D11,2,7,5,Excitatory_neuron,2139,1215,0.2805049088359046,3
47_64_93,D11,4,1,4,Unresolved,379,313,0,6
47_65_59,D11,2,7,5,Excitatory_neuron,1546,895,0.258732212160414,3
47_65_84,D11,3,8,3,Unresolved,2013,1240,0.39741679085941384,5
47_65_91,D11,1,5,7,Unresolved,830,588,0.24096385542168677,2
47_66_37,D11,0,6,0,Unresolved,574,455,0.5226480836236934,4
47_66_41,D11,7,2,9,Inhibitory_neuron,471,367,0.8492569002123143,8
47_66_66,D11,1,5,1,Unresolved,533,435,0.18761726078799248,2
47_66_72,D11,5,3,6,Unresolved,482,380,0.6224066390041494,7
47_66_73,D11,0,6,0,Unresolved,507,401,0.39447731755424065,1
47_66_93,D11,3,8,3,Unresolved,573,426,0.34904013961605584,5
47_67_07,D11,0,6,0,Unresolved,500,407,1.2,1
47_67_26,D11,0,6,0,Unresolved,457,375,0.2188183807439825,1
47_67_27,D11,1,5,7,Unresolved,753,555,0.5312084993359893,4
47_67_35,D11,0,6,2,Unresolved,796,544,0.628140703517588,1
47_67_60,D11,0,6,0,Unresolved,485,406,0.8247422680412372,1
47_67_63,D11,1,5,1,Unresolved,727,551,0.5502063273727648,2
47_67_68,D11,7,2,9,Inhibitory_neuron,813,587,0.36900369003690037,8
47_67_72,D11,1,5,1,Unresolved,872,616,0.45871559633027525,2
47_67_81,D11,2,7,5,Excitatory_neuron,974,661,0,3
47_67_91,D11,3,8,3,Unresolved,1072,684,0.18656716417910446,5
47_67_93,D11,0,6,0,Unresolved,458,379,0.21834061135371177,1
47_68_20,D11,1,5,1,Unresolved,949,681,0.31612223393045313,2
47_68_24,D11,2,7,10,Excitatory_neuron,1086,746,0.1841620626151013,3
47_68_42,D11,6,4,8,Inhibitory_neuron,500,383,0,6
47_68_65,D11,3,8,3,Unresolved,1079,719,0.27803521779425394,5
47_68_82,D11,4,1,4,Unresolved,414,348,0.4830917874396135,4
47_68_90,D11,0,6,2,Unresolved,1084,735,0.18450184501845018,1
47_69_05,D11,0,6,1,Unresolved,905,634,0.22099447513812157,1
47_69_38,D11,1,5,7,Unresolved,559,417,0.17889087656529518,2
47_69_90,D11,5,3,6,Unresolved,707,510,0.5657708628005658,7
47_70_01,D11,0,6,0,Unresolved,362,307,0.8287292817679558,1
47_70_22,D11,4,1,4,Unresolved,1438,998,0.06954102920723226,4
47_70_35,D11,4,1,4,Unresolved,1122,797,0.35650623885918004,4
47_70_38,D11,5,3,6,Unresolved,654,489,0.9174311926605505,7
47_70_48,D11,1,5,1,Unresolved,1108,778,0.45126353790613716,2
47_70_75,D11,5,3,6,Unresolved,1642,1042,0.3654080389768575,4
47_71_30,D11,0,6,2,Unresolved,733,532,0,1
47_71_75,D11,1,5,7,Unresolved,660,504,0.30303030303030304,2
47_72_05,D11,4,1,4,Unresolved,352,308,1.4204545454545454,4
47_72_06,D11,1,5,1,Unresolved,1332,916,0.3003003003003003,7
47_72_08,D11,7,2,9,Inhibitory_neuron,626,451,0.4792332268370607,8
47_72_25,D11,0,6,0,Unresolved,510,391,0.7843137254901961,3
47_72_28,D11,5,3,6,Unresolved,783,565,0.6385696040868455,3
47_72_31,D11,2,7,5,Excitatory_neuron,2405,1355,0.9147609147609148,3
47_72_34,D11,2,7,5,Excitatory_neuron,1233,774,0.40551500405515,3
47_72_35,D11,0,6,2,Unresolved,777,555,0.1287001287001287,1
47_72_37,D11,1,5,1,Unresolved,773,562,0.129366106080207,2
47_72_47,D11,2,7,5,Excitatory_neuron,2150,1246,0.37209302325581395,3
47_72_48,D11,2,7,10,Excitatory_neuron,1069,720,0.18709073900841908,3
47_72_55,D11,0,6,0,Unresolved,520,405,0.576923076923077,1
47_72_64,D11,1,5,1,Unresolved,452,390,0.22123893805309736,1
47_72_65,D11,1,5,1,Unresolved,1426,928,0.42075736325385693,2
47_73_90,D11,0,6,0,Unresolved,640,483,0,1
47_74_25,D11,6,4,8,Inhibitory_neuron,496,405,1.6129032258064515,6
47_74_26,D11,0,6,0,Unresolved,633,498,0.315955766192733,1
47_74_30,D11,1,5,1,Unresolved,742,554,0,2
47_74_31,D11,1,5,7,Unresolved,609,474,0,2
47_74_34,D11,1,5,7,Unresolved,601,446,0.8319467554076538,2
47_74_35,D11,5,3,6,Unresolved,779,600,0,7
47_74_50,D11,1,5,7,Unresolved,890,672,1.1235955056179776,1
47_74_86,D11,4,1,4,Unresolved,933,676,1.0718113612004287,4
47_75_10,D11,7,2,9,Inhibitory_neuron,750,512,1.0666666666666667,8
47_75_28,D11,0,6,2,Unresolved,858,624,0.11655011655011654,1
47_75_37,D11,5,3,6,Unresolved,717,519,0.5578800557880056,7
47_75_44,D11,4,1,4,Unresolved,973,719,0.20554984583761562,1
47_75_58,D11,2,7,10,Excitatory_neuron,1681,1005,0.1189767995240928,3
47_75_72,D11,3,8,3,Unresolved,1071,724,0.2801120448179272,5
47_75_96,D11,1,5,1,Unresolved,844,646,0.8293838862559242,1
47_76_02,D11,2,7,5,Excitatory_neuron,940,618,0.3191489361702127,3
47_76_08,D11,1,5,7,Unresolved,421,328,0.23752969121140144,2
47_76_32,D11,2,7,5,Excitatory_neuron,691,517,0.8683068017366137,3
47_76_36,D11,2,7,10,Excitatory_neuron,1592,917,0.6909547738693468,3
47_76_42,D11,3,8,3,Unresolved,819,606,0.6105006105006106,5
47_76_44,D11,3,8,3,Unresolved,823,593,0.12150668286755771,5
47_76_83,D11,0,6,7,Unresolved,433,359,0.23094688221709006,1
47_77_19,D11,2,7,5,Excitatory_neuron,567,438,0.5291005291005291,3
47_77_66,D11,0,6,0,Unresolved,351,296,0.5698005698005698,2
47_77_93,D11,0,6,0,Unresolved,414,335,0.24154589371980675,1
47_78_06,D11,2,7,5,Excitatory_neuron,954,636,0.10482180293501049,3
47_78_12,D11,0,6,2,Unresolved,499,430,0.4008016032064128,1
47_78_17,D11,0,6,0,Unresolved,458,377,0,1
47_78_24,D11,0,6,1,Unresolved,393,331,0.5089058524173028,4
47_78_59,D11,2,7,5,Excitatory_neuron,911,604,0,3
47_78_73,D11,0,6,2,Unresolved,760,556,0.2631578947368421,1
47_79_17,D11,1,5,7,Unresolved,749,544,0.5340453938584779,7
47_79_54,D11,0,6,0,Unresolved,848,598,0.589622641509434,1
47_79_56,D11,0,6,0,Unresolved,569,441,0.7029876977152899,1
47_79_60,D11,0,6,0,Unresolved,393,313,0.7633587786259541,1
47_79_69,D11,1,5,1,Unresolved,910,629,0.21978021978021978,2
47_79_85,D11,1,5,1,Unresolved,1131,799,0.17683465959328026,2
47_80_20,D11,0,6,0,Unresolved,426,351,0,1
47_80_22,D11,7,2,9,Inhibitory_neuron,463,348,0.8639308855291578,8
47_80_23,D11,5,3,6,Unresolved,603,473,0.4975124378109453,7
47_80_28,D11,0,6,0,Unresolved,499,405,0.2004008016032064,1
47_80_47,D11,4,1,4,Unresolved,1946,1256,0.2569373072970195,4
47_80_58,D11,2,7,5,Excitatory_neuron,667,466,0.14992503748125938,3
47_81_07,D11,0,6,2,Unresolved,1166,826,0.7718696397941681,1
47_81_08,D11,0,6,2,Unresolved,901,607,0.11098779134295228,1
47_81_15,D11,3,8,3,Unresolved,1480,905,0.40540540540540543,5
47_81_26,D11,6,4,8,Inhibitory_neuron,445,347,0.8988764044943821,6
47_81_41,D11,1,5,1,Unresolved,2342,1265,0.1707941929974381,2
47_81_47,D11,1,5,1,Unresolved,641,493,0.31201248049922,2
47_81_61,D11,0,6,0,Unresolved,481,410,0.4158004158004158,1
47_81_96,D11,1,5,1,Unresolved,845,606,1.6568047337278107,1
